Country,VendorName,VendorNumber,PaymentCount,PaymentAmount,InvoiceLineAmountLocal,Currency,ThirdPartyPaymentsLineId,GIAccountDescription,PaymentType,PaymentSubtype,BusinessActivity,InvoiceGIDate
BRAZIL,Lucia Julie Ruiz,93300534,5,9200,1840,BRL,93300534,Air Fares,CERPS Invoice,PaidTravel Expenses,Membership Fees,07-10-2023
BRAZIL,Lucia Julie Ruiz,93300534,5,9200,1840,BRL,93300534,Employee Training,Monetory TOV,N/A,Gifts,01-03-2022
BRAZIL,Lucia Julie Ruiz,93300534,5,9200,1840,BRL,93300534,Employee Training,Monetory TOV,PaidTravel Expenses,Membership Fees,24-08-2022
BRAZIL,Lucia Julie Ruiz,93300534,5,9200,1840,BRL,93300534,Hotel & Accomidation,Monetory TOV,N/A,Entertainment,04-04-2022
BRAZIL,Valeria Pedro Gomez,93300536,5,9100,1820,BRL,93300536,Air Fares,Monetory TOV,Logistics,Membership Fees,14-11-2022
BRAZIL,Valeria Pedro Gomez,93300536,5,9100,1820,BRL,93300536,Employee Training,Monetory TOV,PaidTravel Expenses,Travel Expenses,13-06-2022
BRAZIL,Valeria Pedro Gomez,93300536,5,9100,1820,BRL,93300536,Other Travel Cost,CERPS Invoice,PaidScholarship,Training,29-07-2023
BRAZIL,Valeria Pedro Gomez,93300536,5,9100,1820,BRL,93300536,Digital Production,CERPS Invoice,Networking,Entertainment,27-03-2022
BRAZIL,Valeria Pedro Gomez,93300536,5,9100,1820,BRL,93300536,Taxi Fares,CERPS Invoice,N/A,Grants & Donations,05-04-2023
BRAZIL,Felipe Ruiz,93300538,5,44500,8900,BRL,93300538,Employee Training,Monetory TOV,Logistics,Travel Expenses,08-06-2022
BRAZIL,Felipe Ruiz,93300538,5,44500,8900,BRL,93300538,Employee Training,Monetory TOV,Logistics,Market Research,26-01-2022
BRAZIL,Felipe Ruiz,93300538,5,44500,8900,BRL,93300538,Digital Production,Monetory TOV,PaidScholarship,Market Research,29-12-2023
BRAZIL,Felipe Ruiz,93300538,5,44500,8900,BRL,93300538,Digital Production,CERPS Invoice,Logistics,HCP Fee for Service,06-09-2023
BRAZIL,Felipe Ruiz,93300538,5,44500,8900,BRL,93300538,Vehicle Parking,CERPS Invoice,PaidScholarship,Gifts,08-03-2023
BRAZIL,Ximena Pilar Rios,93300540,5,45500,9100,BRL,93300540,Hotel & Accomidation,Monetory TOV,N/A,Sponsorships,04-08-2023
BRAZIL,Ximena Pilar Rios,93300540,5,45500,9100,BRL,93300540,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Entertainment,25-08-2023
BRAZIL,Ximena Pilar Rios,93300540,5,45500,9100,BRL,93300540,Hotel & Accomidation,CERPS Invoice,Networking,HCP Fee for Service,18-02-2022
BRAZIL,Ximena Pilar Rios,93300540,5,45500,9100,BRL,93300540,Vehicle Parking,CERPS Invoice,N/A,Entertainment,21-09-2022
BRAZIL,Ximena Pilar Rios,93300540,5,45500,9100,BRL,93300540,Other Travel Cost,Monetory TOV,N/A,Entertainment,23-07-2023
BRAZIL,Martina M Pereira,93300542,5,45000,9000,BRL,93300542,Employee Training,CERPS Invoice,PaidTravel Expenses,Grants & Donations,27-05-2023
BRAZIL,Martina M Pereira,93300542,5,45000,9000,BRL,93300542,Employee Training,Monetory TOV,PaidScholarship,Sponsorships,28-10-2023
BRAZIL,Martina M Pereira,93300542,5,45000,9000,BRL,93300542,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Training,23-09-2022
BRAZIL,Martina M Pereira,93300542,5,45000,9000,BRL,93300542,Taxi Fares,CERPS Invoice,Logistics,Market Research,19-09-2022
BRAZIL,Martina M Pereira,93300542,5,45000,9000,BRL,93300542,Employee Training,CERPS Invoice,PaidScholarship,Training,18-07-2022
BRAZIL,Daniela Carvalho Ruiz,93300544,5,44500,8900,BRL,93300544,Taxi Fares,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,31-12-2023
BRAZIL,Daniela Carvalho Ruiz,93300544,5,44500,8900,BRL,93300544,Other Travel Cost,Monetory TOV,PaidScholarship,Other HCO Expenditure,28-07-2023
BRAZIL,Daniela Carvalho Ruiz,93300544,5,44500,8900,BRL,93300544,Air Fares,Monetory TOV,Logistics,Travel Expenses,08-01-2022
BRAZIL,Daniela Carvalho Ruiz,93300544,5,44500,8900,BRL,93300544,Air Fares,CERPS Invoice,PaidScholarship,Grants & Donations,07-03-2023
BRAZIL,Daniela Carvalho Ruiz,93300544,5,44500,8900,BRL,93300544,Employee Training,Monetory TOV,Logistics,Training,17-02-2022
BRAZIL,Lucia Martinez Ruiz,93300546,5,9200,1840,BRL,93300546,Other Travel Cost,Monetory TOV,Logistics,Grants & Donations,01-10-2023
BRAZIL,Lucia Martinez Ruiz,93300546,5,9200,1840,BRL,93300546,Vehicle Parking,CERPS Invoice,Networking,Market Research,01-02-2022
BRAZIL,Lucia Martinez Ruiz,93300546,5,9200,1840,BRL,93300546,Other Travel Cost,CERPS Invoice,Logistics,Market Research,05-06-2022
BRAZIL,Lucia Martinez Ruiz,93300546,5,9200,1840,BRL,93300546,Digital Production,CERPS Invoice,PaidScholarship,Membership Fees,02-04-2023
BRAZIL,Lucia Martinez Ruiz,93300546,5,9200,1840,BRL,93300546,Employee Training,Monetory TOV,N/A,Other HCO Expenditure,23-08-2022
BRAZIL,Victoria Pereira,93300548,5,45500,9100,BRL,93300548,Taxi Fares,Monetory TOV,Networking,Gifts,22-12-2023
BRAZIL,Victoria Pereira,93300548,5,45500,9100,BRL,93300548,Hotel & Accomidation,Monetory TOV,PaidScholarship,Membership Fees,30-01-2023
BRAZIL,Victoria Pereira,93300548,5,45500,9100,BRL,93300548,Vehicle Parking,CERPS Invoice,PaidScholarship,Travel Expenses,18-03-2022
BRAZIL,Victoria Pereira,93300548,5,45500,9100,BRL,93300548,Postage & Couriers,CERPS Invoice,PaidScholarship,HCP Fee for Service,17-10-2023
BRAZIL,Victoria Pereira,93300548,5,45500,9100,BRL,93300548,Taxi Fares,CERPS Invoice,N/A,Membership Fees,29-11-2022
BRAZIL,Roberto Silva,93300550,5,8900,1780,BRL,93300550,Hotel & Accomidation,Monetory TOV,N/A,Travel Expenses,28-10-2023
BRAZIL,Roberto Silva,93300550,5,8900,1780,BRL,93300550,Employee Training,CERPS Invoice,PaidScholarship,Other HCO Expenditure,10-07-2022
BRAZIL,Roberto Silva,93300550,5,8900,1780,BRL,93300550,Digital Production,Monetory TOV,PaidTravel Expenses,Grants & Donations,24-01-2023
BRAZIL,Roberto Silva,93300550,5,8900,1780,BRL,93300550,Postage & Couriers,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,31-01-2023
BRAZIL,Roberto Silva,93300550,5,8900,1780,BRL,93300550,Digital Production,CERPS Invoice,PaidTravel Expenses,Membership Fees,24-04-2023
BRAZIL,Florencia Hugo Silva,93300552,5,9100,1820,BRL,93300552,Employee Training,Monetory TOV,Logistics,Membership Fees,25-04-2022
BRAZIL,Florencia Hugo Silva,93300552,5,9100,1820,BRL,93300552,Vehicle Parking,Monetory TOV,Networking,Travel Expenses,07-08-2022
BRAZIL,Florencia Hugo Silva,93300552,5,9100,1820,BRL,93300552,Air Fares,CERPS Invoice,Networking,Entertainment,05-01-2023
BRAZIL,Florencia Hugo Silva,93300552,5,9100,1820,BRL,93300552,Taxi Fares,CERPS Invoice,Networking,Sponsorships,16-08-2022
BRAZIL,Florencia Hugo Silva,93300552,5,9100,1820,BRL,93300552,Hotel & Accomidation,Monetory TOV,Networking,HCP Fee for Service,21-05-2023
BRAZIL,Nicolas Silva,93300556,5,46000,9200,BRL,93300556,Employee Training,Monetory TOV,N/A,Other HCO Expenditure,12-03-2023
BRAZIL,Nicolas Silva,93300556,5,46000,9200,BRL,93300556,Taxi Fares,Monetory TOV,PaidScholarship,Training,02-08-2023
BRAZIL,Nicolas Silva,93300556,5,46000,9200,BRL,93300556,Employee Training,Monetory TOV,PaidScholarship,Membership Fees,07-06-2022
BRAZIL,Nicolas Silva,93300556,5,46000,9200,BRL,93300556,Digital Production,CERPS Invoice,N/A,Travel Expenses,06-02-2023
BRAZIL,Nicolas Silva,93300556,5,46000,9200,BRL,93300556,Employee Training,Monetory TOV,Logistics,Other HCO Expenditure,22-04-2022
BRAZIL,Martina Pereira,93300558,5,44500,8900,BRL,93300558,Other Travel Cost,Monetory TOV,Networking,Sponsorships,21-03-2023
BRAZIL,Martina Pereira,93300558,5,44500,8900,BRL,93300558,Hotel & Accomidation,Monetory TOV,Networking,Grants & Donations,14-02-2022
BRAZIL,Martina Pereira,93300558,5,44500,8900,BRL,93300558,Employee Training,Monetory TOV,PaidTravel Expenses,Grants & Donations,25-10-2023
BRAZIL,Martina Pereira,93300558,5,44500,8900,BRL,93300558,Postage & Couriers,CERPS Invoice,Logistics,Travel Expenses,03-08-2022
BRAZIL,Martina Pereira,93300558,5,44500,8900,BRL,93300558,Digital Production,Monetory TOV,PaidTravel Expenses,Other HCO Expenditure,28-05-2023
BRAZIL,Felipe Gomez Hugo,93300560,5,45500,9100,BRL,93300560,Taxi Fares,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,23-10-2023
BRAZIL,Felipe Gomez Hugo,93300560,5,45500,9100,BRL,93300560,Taxi Fares,CERPS Invoice,Networking,Grants & Donations,24-01-2022
BRAZIL,Felipe Gomez Hugo,93300560,5,45500,9100,BRL,93300560,Digital Production,Monetory TOV,Networking,Travel Expenses,28-07-2023
BRAZIL,Felipe Gomez Hugo,93300560,5,45500,9100,BRL,93300560,Air Fares,Monetory TOV,PaidTravel Expenses,Market Research,02-04-2022
BRAZIL,Felipe Gomez Hugo,93300560,5,45500,9100,BRL,93300560,Vehicle Parking,CERPS Invoice,Logistics,Gifts,03-03-2023
BRAZIL,Juliana Costa,93300562,5,45000,9000,BRL,93300562,Taxi Fares,CERPS Invoice,Logistics,Entertainment,20-10-2022
BRAZIL,Juliana Costa,93300562,5,45000,9000,BRL,93300562,Air Fares,CERPS Invoice,Networking,Other HCO Expenditure,17-12-2022
BRAZIL,Juliana Costa,93300562,5,45000,9000,BRL,93300562,Air Fares,Monetory TOV,PaidScholarship,Membership Fees,18-11-2022
BRAZIL,Juliana Costa,93300562,5,45000,9000,BRL,93300562,Vehicle Parking,Monetory TOV,N/A,Gifts,05-12-2022
BRAZIL,Juliana Costa,93300562,5,45000,9000,BRL,93300562,Postage & Couriers,Monetory TOV,PaidTravel Expenses,Travel Expenses,17-03-2023
BRAZIL,Florencia Torres,93300564,5,44000,8800,BRL,93300564,Employee Training,Monetory TOV,Logistics,Membership Fees,08-05-2022
BRAZIL,Florencia Torres,93300564,5,44000,8800,BRL,93300564,Hotel & Accomidation,CERPS Invoice,N/A,Membership Fees,06-05-2023
BRAZIL,Florencia Torres,93300564,5,44000,8800,BRL,93300564,Employee Training,CERPS Invoice,Networking,Travel Expenses,01-11-2022
BRAZIL,Florencia Torres,93300564,5,44000,8800,BRL,93300564,Taxi Fares,CERPS Invoice,PaidScholarship,Training,29-10-2022
BRAZIL,Florencia Torres,93300564,5,44000,8800,BRL,93300564,Other Travel Cost,Monetory TOV,Logistics,Sponsorships,26-08-2022
BRAZIL,Juliana Martinez Pedro,93300566,5,8900,1780,BRL,93300566,Postage & Couriers,CERPS Invoice,Networking,Other HCO Expenditure,06-05-2022
BRAZIL,Juliana Martinez Pedro,93300566,5,8900,1780,BRL,93300566,Employee Training,Monetory TOV,Networking,Sponsorships,04-08-2022
BRAZIL,Juliana Martinez Pedro,93300566,5,8900,1780,BRL,93300566,Taxi Fares,Monetory TOV,Networking,Travel Expenses,04-08-2022
BRAZIL,Juliana Martinez Pedro,93300566,5,8900,1780,BRL,93300566,Air Fares,Monetory TOV,PaidTravel Expenses,Training,13-09-2023
BRAZIL,Juliana Martinez Pedro,93300566,5,8900,1780,BRL,93300566,Taxi Fares,Monetory TOV,Logistics,HCP Fee for Service,15-02-2023
BRAZIL,Victoria Torres,93300568,5,46000,9200,BRL,93300568,Other Travel Cost,Monetory TOV,PaidTravel Expenses,Training,13-09-2023
BRAZIL,Victoria Torres,93300568,5,46000,9200,BRL,93300568,Postage & Couriers,Monetory TOV,Networking,HCP Fee for Service,17-05-2022
BRAZIL,Victoria Torres,93300568,5,46000,9200,BRL,93300568,Digital Production,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,05-10-2023
BRAZIL,Victoria Torres,93300568,5,46000,9200,BRL,93300568,Digital Production,Monetory TOV,PaidTravel Expenses,Travel Expenses,26-03-2022
BRAZIL,Victoria Torres,93300568,5,46000,9200,BRL,93300568,Digital Production,Monetory TOV,Networking,Travel Expenses,19-07-2022
BRAZIL,Elena Silva B,93300707,6,52500,8750,BRL,93300707,Digital Production,Monetory TOV,PaidScholarship,Travel Expenses,20-04-2022
BRAZIL,Elena Silva B,93300707,6,52500,8750,BRL,93300707,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,Market Research,21-01-2022
BRAZIL,Elena Silva B,93300707,6,52500,8750,BRL,93300707,Hotel & Accomidation,Monetory TOV,Networking,Training,25-06-2023
BRAZIL,Elena Silva B,93300707,6,52500,8750,BRL,93300707,Employee Training,Monetory TOV,PaidTravel Expenses,Travel Expenses,24-01-2023
BRAZIL,Elena Silva B,93300707,6,52500,8750,BRL,93300707,Hotel & Accomidation,Monetory TOV,N/A,Market Research,20-04-2023
BRAZIL,Elena Silva B,93300707,6,52500,8750,BRL,93300707,Vehicle Parking,CERPS Invoice,Networking,Travel Expenses,08-11-2022
BRAZIL,Jorge Silva,93300711,6,10100,1683,BRL,93300711,Digital Production,Monetory TOV,N/A,Market Research,16-03-2023
BRAZIL,Jorge Silva,93300711,6,10100,1683,BRL,93300711,Hotel & Accomidation,Monetory TOV,PaidTravel Expenses,Market Research,07-09-2023
BRAZIL,Jorge Silva,93300711,6,10100,1683,BRL,93300711,Air Fares,Monetory TOV,N/A,Travel Expenses,19-12-2022
BRAZIL,Jorge Silva,93300711,6,10100,1683,BRL,93300711,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Membership Fees,31-10-2023
BRAZIL,Jorge Silva,93300711,6,10100,1683,BRL,93300711,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,30-06-2022
BRAZIL,Jorge Silva,93300711,6,10100,1683,BRL,93300711,Taxi Fares,CERPS Invoice,PaidScholarship,Entertainment,15-11-2022
BRAZIL,Natalia Ruiz,93300713,6,53000,8833,BRL,93300713,Postage & Couriers,CERPS Invoice,Logistics,Sponsorships,10-06-2022
BRAZIL,Natalia Ruiz,93300713,6,53000,8833,BRL,93300713,Air Fares,Monetory TOV,Networking,Gifts,11-04-2022
BRAZIL,Natalia Ruiz,93300713,6,53000,8833,BRL,93300713,Hotel & Accomidation,Monetory TOV,Logistics,Entertainment,17-09-2022
BRAZIL,Natalia Ruiz,93300713,6,53000,8833,BRL,93300713,Other Travel Cost,CERPS Invoice,PaidTravel Expenses,Gifts,13-12-2022
BRAZIL,Natalia Ruiz,93300713,6,53000,8833,BRL,93300713,Employee Training,Monetory TOV,N/A,Other HCO Expenditure,01-07-2023
BRAZIL,Natalia Ruiz,93300713,6,53000,8833,BRL,93300713,Hotel & Accomidation,CERPS Invoice,Networking,Travel Expenses,02-03-2022
BRAZIL,Claudia Beatriz,93300715,6,52000,8666,BRL,93300715,Employee Training,CERPS Invoice,PaidScholarship,Travel Expenses,04-11-2022
BRAZIL,Claudia Beatriz,93300715,6,52000,8666,BRL,93300715,Digital Production,Monetory TOV,Networking,Sponsorships,25-12-2023
BRAZIL,Claudia Beatriz,93300715,6,52000,8666,BRL,93300715,Postage & Couriers,CERPS Invoice,Networking,Market Research,26-12-2023
BRAZIL,Claudia Beatriz,93300715,6,52000,8666,BRL,93300715,Other Travel Cost,Monetory TOV,Logistics,Gifts,06-05-2023
BRAZIL,Claudia Beatriz,93300715,6,52000,8666,BRL,93300715,Hotel & Accomidation,CERPS Invoice,Logistics,Entertainment,24-01-2023
BRAZIL,Claudia Beatriz,93300715,6,52000,8666,BRL,93300715,Hotel & Accomidation,CERPS Invoice,PaidScholarship,HCP Fee for Service,21-01-2023
BRAZIL,Esteban Castro,93300717,6,10700,1783,BRL,93300717,Taxi Fares,CERPS Invoice,Networking,Gifts,03-02-2023
BRAZIL,Esteban Castro,93300717,6,10700,1783,BRL,93300717,Taxi Fares,Monetory TOV,PaidTravel Expenses,Entertainment,05-12-2023
BRAZIL,Esteban Castro,93300717,6,10700,1783,BRL,93300717,Taxi Fares,Monetory TOV,N/A,HCP Fee for Service,30-07-2022
BRAZIL,Esteban Castro,93300717,6,10700,1783,BRL,93300717,Postage & Couriers,CERPS Invoice,PaidScholarship,Grants & Donations,23-02-2023
BRAZIL,Esteban Castro,93300717,6,10700,1783,BRL,93300717,Taxi Fares,CERPS Invoice,PaidTravel Expenses,Sponsorships,11-02-2023
BRAZIL,Esteban Castro,93300717,6,10700,1783,BRL,93300717,Digital Production,Monetory TOV,PaidTravel Expenses,Grants & Donations,02-03-2022
BRAZIL,Diego Silva,93300719,6,51000,8500,BRL,93300719,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Gifts,21-08-2023
BRAZIL,Diego Silva,93300719,6,51000,8500,BRL,93300719,Other Travel Cost,CERPS Invoice,PaidScholarship,Market Research,26-01-2022
BRAZIL,Diego Silva,93300719,6,51000,8500,BRL,93300719,Air Fares,Monetory TOV,Networking,Travel Expenses,18-03-2022
BRAZIL,Diego Silva,93300719,6,51000,8500,BRL,93300719,Employee Training,Monetory TOV,N/A,Market Research,07-10-2022
BRAZIL,Diego Silva,93300719,6,51000,8500,BRL,93300719,Vehicle Parking,CERPS Invoice,PaidScholarship,Travel Expenses,28-04-2023
BRAZIL,Diego Silva,93300719,6,51000,8500,BRL,93300719,Hotel & Accomidation,Monetory TOV,PaidScholarship,Other HCO Expenditure,23-07-2023
BRAZIL,Natalia Gomez Romero,93300721,6,10800,1800,BRL,93300721,Digital Production,CERPS Invoice,Networking,Membership Fees,12-03-2022
BRAZIL,Natalia Gomez Romero,93300721,6,10800,1800,BRL,93300721,Other Travel Cost,Monetory TOV,PaidScholarship,Sponsorships,22-10-2023
BRAZIL,Natalia Gomez Romero,93300721,6,10800,1800,BRL,93300721,Other Travel Cost,CERPS Invoice,PaidScholarship,Entertainment,19-01-2023
BRAZIL,Natalia Gomez Romero,93300721,6,10800,1800,BRL,93300721,Vehicle Parking,Monetory TOV,N/A,Travel Expenses,23-10-2022
BRAZIL,Natalia Gomez Romero,93300721,6,10800,1800,BRL,93300721,Air Fares,Monetory TOV,Logistics,Training,10-08-2023
BRAZIL,Natalia Gomez Romero,93300721,6,10800,1800,BRL,93300721,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Sponsorships,25-06-2023
BRAZIL,Mariana Gonzalez,93300723,6,52000,8666,BRL,93300723,Air Fares,Monetory TOV,Logistics,HCP Fee for Service,28-11-2022
BRAZIL,Mariana Gonzalez,93300723,6,52000,8666,BRL,93300723,Employee Training,Monetory TOV,Networking,Other HCO Expenditure,26-10-2023
BRAZIL,Mariana Gonzalez,93300723,6,52000,8666,BRL,93300723,Other Travel Cost,CERPS Invoice,Networking,HCP Fee for Service,04-06-2023
BRAZIL,Mariana Gonzalez,93300723,6,52000,8666,BRL,93300723,Air Fares,CERPS Invoice,Logistics,Grants & Donations,21-07-2022
BRAZIL,Mariana Gonzalez,93300723,6,52000,8666,BRL,93300723,Vehicle Parking,Monetory TOV,Networking,Travel Expenses,24-05-2023
BRAZIL,Mariana Gonzalez,93300723,6,52000,8666,BRL,93300723,Employee Training,Monetory TOV,N/A,HCP Fee for Service,08-11-2022
BRAZIL,Florencia Silva,93300725,6,10600,1766,BRL,93300725,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,16-06-2022
BRAZIL,Florencia Silva,93300725,6,10600,1766,BRL,93300725,Hotel & Accomidation,CERPS Invoice,PaidScholarship,HCP Fee for Service,29-09-2022
BRAZIL,Florencia Silva,93300725,6,10600,1766,BRL,93300725,Other Travel Cost,Monetory TOV,PaidScholarship,Training,07-04-2023
BRAZIL,Florencia Silva,93300725,6,10600,1766,BRL,93300725,Other Travel Cost,CERPS Invoice,PaidScholarship,Grants & Donations,14-10-2023
BRAZIL,Florencia Silva,93300725,6,10600,1766,BRL,93300725,Postage & Couriers,CERPS Invoice,PaidScholarship,Travel Expenses,15-07-2023
BRAZIL,Florencia Silva,93300725,6,10600,1766,BRL,93300725,Employee Training,CERPS Invoice,N/A,Travel Expenses,15-04-2022
BRAZIL,Martina Costa,93300727,6,10300,1716,BRL,93300727,Employee Training,Monetory TOV,N/A,Travel Expenses,29-08-2022
BRAZIL,Martina Costa,93300727,6,10300,1716,BRL,93300727,Postage & Couriers,Monetory TOV,Networking,Training,19-06-2022
BRAZIL,Martina Costa,93300727,6,10300,1716,BRL,93300727,Vehicle Parking,CERPS Invoice,PaidScholarship,Training,01-03-2023
BRAZIL,Martina Costa,93300727,6,10300,1716,BRL,93300727,Vehicle Parking,Monetory TOV,PaidTravel Expenses,Market Research,26-10-2023
BRAZIL,Martina Costa,93300727,6,10300,1716,BRL,93300727,Vehicle Parking,CERPS Invoice,PaidTravel Expenses,HCP Fee for Service,17-05-2023
BRAZIL,Martina Costa,93300727,6,10300,1716,BRL,93300727,Other Travel Cost,Monetory TOV,PaidScholarship,Travel Expenses,04-09-2023
BRAZIL,Isabella Martinez,93300729,6,10500,1750,BRL,93300729,Vehicle Parking,Monetory TOV,Networking,Gifts,18-10-2023
BRAZIL,Isabella Martinez,93300729,6,10500,1750,BRL,93300729,Employee Training,CERPS Invoice,N/A,Sponsorships,10-04-2023
BRAZIL,Isabella Martinez,93300729,6,10500,1750,BRL,93300729,Employee Training,Monetory TOV,PaidScholarship,Entertainment,20-06-2022
BRAZIL,Isabella Martinez,93300729,6,10500,1750,BRL,93300729,Air Fares,Monetory TOV,PaidScholarship,Gifts,19-12-2023
BRAZIL,Isabella Martinez,93300729,6,10500,1750,BRL,93300729,Taxi Fares,Monetory TOV,N/A,Sponsorships,05-03-2023
BRAZIL,Isabella Martinez,93300729,6,10500,1750,BRL,93300729,Air Fares,CERPS Invoice,N/A,Other HCO Expenditure,27-04-2022
BRAZIL,Elena Leandro Pereira,93300731,6,53000,8833,BRL,93300731,Taxi Fares,Monetory TOV,PaidScholarship,Other HCO Expenditure,16-12-2023
BRAZIL,Elena Leandro Pereira,93300731,6,53000,8833,BRL,93300731,Employee Training,Monetory TOV,Networking,Membership Fees,18-04-2022
BRAZIL,Elena Leandro Pereira,93300731,6,53000,8833,BRL,93300731,Air Fares,CERPS Invoice,N/A,Travel Expenses,02-06-2023
BRAZIL,Elena Leandro Pereira,93300731,6,53000,8833,BRL,93300731,Employee Training,CERPS Invoice,PaidTravel Expenses,Travel Expenses,15-05-2022
BRAZIL,Elena Leandro Pereira,93300731,6,53000,8833,BRL,93300731,Taxi Fares,Monetory TOV,PaidScholarship,Other HCO Expenditure,15-10-2022
BRAZIL,Elena Leandro Pereira,93300731,6,53000,8833,BRL,93300731,Employee Training,CERPS Invoice,PaidTravel Expenses,Market Research,07-10-2023
BRAZIL,Claudia Castro,93300854,7,57500,8214,BRL,93300854,Air Fares,CERPS Invoice,PaidTravel Expenses,Travel Expenses,30-01-2023
BRAZIL,Claudia Castro,93300854,7,57500,8214,BRL,93300854,Taxi Fares,CERPS Invoice,Logistics,Membership Fees,08-05-2022
BRAZIL,Claudia Castro,93300854,7,57500,8214,BRL,93300854,Other Travel Cost,Monetory TOV,Networking,Sponsorships,27-06-2022
BRAZIL,Claudia Castro,93300854,7,57500,8214,BRL,93300854,Other Travel Cost,CERPS Invoice,N/A,Travel Expenses,25-04-2023
BRAZIL,Claudia Castro,93300854,7,57500,8214,BRL,93300854,Postage & Couriers,Monetory TOV,N/A,Travel Expenses,16-09-2023
BRAZIL,Claudia Castro,93300854,7,57500,8214,BRL,93300854,Digital Production,Monetory TOV,N/A,Entertainment,02-01-2022
BRAZIL,Claudia Castro,93300854,7,57500,8214,BRL,93300854,Air Fares,Monetory TOV,Logistics,Training,28-08-2023
BRAZIL,Florencia Gonzalez,93300856,7,56000,8000,BRL,93300856,Hotel & Accomidation,Monetory TOV,Networking,Travel Expenses,05-09-2022
BRAZIL,Florencia Gonzalez,93300856,7,56000,8000,BRL,93300856,Taxi Fares,Monetory TOV,Networking,Membership Fees,25-12-2023
BRAZIL,Florencia Gonzalez,93300856,7,56000,8000,BRL,93300856,Digital Production,CERPS Invoice,N/A,Travel Expenses,23-03-2022
BRAZIL,Florencia Gonzalez,93300856,7,56000,8000,BRL,93300856,Taxi Fares,CERPS Invoice,PaidScholarship,Travel Expenses,22-06-2022
BRAZIL,Florencia Gonzalez,93300856,7,56000,8000,BRL,93300856,Postage & Couriers,Monetory TOV,Networking,Training,06-02-2022
BRAZIL,Florencia Gonzalez,93300856,7,56000,8000,BRL,93300856,Taxi Fares,CERPS Invoice,Logistics,Training,01-12-2022
